id,Name,years,Remarks
1860,My Dinar,2007,listed in securities commision INVESTOR ALERT LIST
1861,Montego Finance & Securities Berhad,2006,listed in securities commision INVESTOR ALERT LIST
1862,MDEX Market,2003,listed in securities commision INVESTOR ALERT LIST
1863,Pocket Option / Pocket Option Malaysia,2020,Carrying on unregulated activities
1864,Potential clone entity – www.premiumetrading.com,2020,"• Possible Clone offering return of RM4,000 from an investment of RM380

• Carrying out unlicensed capital market activities"
1865,P-Ibadah,2020,"• Carrying out of the unlicensed capital market activities of fund management 

• Misrepresentation, misusing SC’s name"
1866,Pruton Mega Holding Limited / Pruton FX / Pruton Investment Holding Limited,2017,listed in securities commision INVESTOR ALERT LIST
1867,Pollywood,2017,listed in securities commision INVESTOR ALERT LIST
1868,Proven Oil Asia,2015,listed in securities commision INVESTOR ALERT LIST
1869,Prestige Bullion / GB Consulting Sdn Bhd,2014,Not licensed by the SC to dealing in derivatives;
1870,Potential clone entity – Steuart Facebook / Steuart Invest Company / Steuart Investment Company / Steuart Investment Group / Steuart Investment (“Steuart”),2020,"• Possible clone offering return of RM30,000 from an investment of RM5,000 within 24 hours

• Holding out as dealing in securities"
1871,Sirius Market,2020,Carrying out unlicensed capital market activities
1872,Second Investment,2018,Carrying out unlicensed activity and misuse of SC’s name in marketing activities
1873,Stack Options,2016,listed in securities commision INVESTOR ALERT LIST
1874,States Energy Capital,2015,listed in securities commision INVESTOR ALERT LIST
1875,Solidus International,2015,Not licensed by the SC to conduct regulated activities under the CMSA
1876,SRCT & RTCT (UK) Specialist Sdn Bhd,2014,Misuse of SC’s logo.
1877,Solid Investment,2007,listed in securities commision INVESTOR ALERT LIST
1878,Swiss Cash Invest,2007,listed in securities commision INVESTOR ALERT LIST
1879,Sweden Fund,2007,listed in securities commision INVESTOR ALERT LIST
1880,Splitindex,2006,listed in securities commision INVESTOR ALERT LIST
1881,Smartcash,2006,listed in securities commision INVESTOR ALERT LIST
1882,Starr-Bradley Associates Inc,2005,listed in securities commision INVESTOR ALERT LIST
1883,Sime Securities,2005,listed in securities commision INVESTOR ALERT LIST
1884,Potential clone entity – Binance Futures Investment,2021,"• Possible clone operating a fraudulent scheme promising returns up to RM6,305 with a minimum investment of RM250 within 9 hours 

• Holding out as operating a recognized market without authorization from the SC"
1885,Esmash Investment Plan,2021,Operating a digital asset exchange (DAX) without registration
1886,Potential clone entity – Ageson / First Trial Group (WhatsApp),2024,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM13,000 in 3 hours with investment of RM400

• Misrepresentation, misuse of SC’s name and logo"
1887,Potential clone entity – Akru Investment Berhad (WhastApp),2024,Misusing the name and credentials of Akru Now Sdn. Bhd. (eCMSL/A0364/2020) a licensed entity with SC for fund management (fund management in relation to portfolio management) to carry out an illegal investment scheme
1888,Potential clone entity – AHAM Capital (WhatsApp),2024,"Misusing the name and credentials of AHAM ASSET MANAGEMENT BERHAD (CMSL/A0155/2007) a licensed entity with SC for dealing in securities (dealing in securities restricted to unit trusts), fund management (fund management in relation to portfolio management) and dealing in private retirement scheme to carry out an illegal investment scheme offering high returns e.g. return of RM16,999 with investment of RM300"
1889,Potential clone entity – Aswa Advisory,2024,"• Misusing the name and credentials of ASWA Advisory Sdn Bhd (a approved Islamic Financial Advisers with Bank Negara Malaysia) to carry out an illegal investment scheme• Misrepresentation, misusing SC’s name and logo"
1890,Asvisonomics,2024,"Misrepresentation, misuse of SC’s name and logo"
1891,Potential clone entity – Affin Hwang Investment,2024,"• Misusing the name and credentials of Affin Hwang Investment Bank Berhad (eCMSL/A0002/2007) a licensed entity with SC for dealing in securities, dealing in derivatives, clearing, advising on corporate finance and investment advice to carry out an illegal investment scheme offering high returns e.g. return of RM7,500 in 2-3 hours with investment of RM250

• Misrepresentation, misusing SC’s name and logo"
1892,Al-Salam Financial Group,2024,"• Misusing the name and credentials of InvestSmart® SC (an investor empowerment initiated by the Securities Commission Malaysia) to carry out an illegal investment scheme offering high returns

• Misrepresentation, misuse of SC’s name and logo"
1893,Alpha Investment Ltd / Alpha Capital Limited,2023,"• Illegal investment scheme offering high returns e.g return of RM7,000 in 6 hours with investment of RM400

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation and misuse of SC’s logo"
1894,ALC Software Solution,2023,"Misrepresentation, misuse of SC’s name and logo"
1895,Potential clone entity – A.D. Evoque Financial / A.D. Financial,2023,"• Misusing the name and credentials of A.D. Financial Sdn. Bhd. (CMSL/A0186/2007) a licensed entity with SC for dealing in securities (dealing in securities restriction to unit trusts), financial planning and dealing in private retirement schemes to carry out an illegal investment scheme offering high returns e.g. return of RM13,690 in 3-8 hours with investment of RM250. 

• Misusing the name and credentials of A.D. Evoque Financial Sdn. Bhd. (an approved Financial Adviser with Bank Negara Malaysia) to carry out an illegal investment scheme offering high returns e.g. return of RM13,690 in 3-8 hours with investment of RM250.

• Misrepresentation and misuse of SC’s logo"
1896,Potential clone entity – Apex Securities WhatsApp Group,2023,"Misusing the name and credentials of Apex Securities Berhad (eCMSL/A0013/2007) a licensed entity with SC for dealing in securities, dealing in derivatives, clearing and investment advice to carry out an illegal investment scheme offering high returns e.g. return of RM7,020 with investment of RM370 

   Misrepresentation, misuse of SC’s name and logo"
1897,Potential clone entity – Aura Global Trading,2023,"• Possible clone operating an Illegal investment scheme offering high returns e.g return of RM8,900 in 4 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
1898,Potential clone entity – Amanah Murni Sdn. Bhd.,2023,"• Possible clone operating an illegal investment scheme offering high returns

• Carrying on unlicensed capital market activities of dealing in securities"
1899,Potential clone entity – Alta Technologies,2023,"Misusing the name and credentials of Alta Sdn Bhd (a registered Equity Crowdfunding company with the SC) to carry out an illegal investment scheme offering high returns e.g return of RM5,000 in 2 days with investment of RM250"
1900,Al Imtiaz Trading,2022,"Misrepresentation, misuse of SC’s name and logo"
1901,Potential clone entity – ACJ Capital Trading,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM17,600 in 80 days with investment of RM2,500

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
1902,AL-OMARI Sdn Bhd,2022,"• Illegal investment scheme offering high returns e.g return of RM7,999 with investment of RM250

• Misrepresentation, misuse of SC’s logo"
1903,Potential clone entity – Al-Hirah Sdn Bhd,2022,"Misrepresentation, misuse of SC’s name and logo"
1904,Potential clone entity – Alameriah Investment Corporation Sdn. Bhd. / Alameriah Islamic Investment Sdn. Bhd.,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM8,500 in 24 hours with investment of RM350

• Carrying on unlicensed capital market activities of fund management

• Misrepresentation, misuse of SC’s name and logo"
1905,Alif Syahmi Trade,2022,"• Illegal investment scheme offering high returns e.g return of RM625 in 6 hours with investment of RM500

• Carrying on unlicensed capital market activities of dealing in securities"
1906,Potential clone entity – Al-Faisal Holding / Al Faisal International Sdn. Bhd.,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM8,900 in 9 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities"
1907,Potential clone entity – Al Rajhi Investment,2022,"• Possible clone operating an illegal investment scheme offering high returns in 24 hours with investment of RM350

• Carrying on unlicensed capital market activities of dealing in securities"
1908,Potential clone entity – Al Jabr Finance / Al Jabr Venture,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM8,500 in 10 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
1909,Potential clone entity – Al-Arafah Trading,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM7,800 with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s logo"
1910,Arbah Sdn. Bhd.,2022,"Misrepresentation, misusing SC’s name and logo"
1911,Potential clone entity – Al Saudi Trading Sdn. Bhd.,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM8,600 in 6 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities"
1912,Auto Trading Asia,2021,"• Carrying on unlicensed capital market activities of dealing in securities

• Illegal investment scheme offering high returns e.g. return of RM11,500 the next day with investment of RM10,000"
1913,Asia Digital Capital Trading,2021,"• Carrying on unlicensed capital market activities of dealing in securities

• Illegal investment scheme offering high returns e.g. return of RM420 with a minimum investment of RM100"
1914,Potential clone entity – Aseel Islamic Finance,2021,"• Possible clone operating an illegal investment scheme

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC’s logo"
1915,Potential clone entity – AlHuda Asset Management,2021,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM8,080 with a minimum investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC’s logo"
1916,Potential clone entity – Arbah Capital / Syarikat Arbah Capital Trading,2021,"• Possible clone operating an illegal investment scheme

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC’s logo"
1917,Potential clone entity – Alkhair Capital Invest / Alkhair Capital (M) Sdn Bhd,2021,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM13,500 with a minimum investment of RM350

• Carrying on unlicensed capital market activities of dealing in securities"
1918,Alyah Trading Investment / Alyah General Trading,2021,"• Carrying on unlicensed capital market activities of dealing in securities

• Illegal investment scheme offering high returns e.g. return of RM7,300 with a minimum investment of RM350"
1919,Potential clone entity – Amanahraya Investment Management,2021,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM7,500 with a minimum investment of RM300

• Misrepresentation, misusing SC’s name and logo

*Amanahraya Investment Management Sdn Bhd is licensed with SC for dealing in securities and fund management"
1920,Potential clone entity – Al Mal Investment - Asia,2021,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM8,000 with a minimum investment of RM400 

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
1921,Potential clone entity – Amana Capital,2021,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM8,500 with a minimum investment of RM350

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name"
1922,Al-Fazal / Al-Fazal Finance,2021,"• Carrying on unlicensed capital market activities of dealing in securities.

• Illegal investment scheme offering high returns e.g. return of RM7,800 with a minimum investment of RM250.

• Potential misuse of names and logos of local authorities.

• Misrepresentation, misuse of SC’s name and logo"
1923,Potential clone entity – Al Ghurair,2021,"• Carrying on unlicensed capital market activities of dealing in securities.

• Illegal Investment scheme offering high returns e.g. return of RM7,500 with minimum investment of RM350

• Misrepresentation, misuse of SC’s name and logo"
1924,Potential clone entity – Acon Investment Sdn Bhd,2021,"Misrepresentation, misuse of SC’s name and logo"
1925,Potential clone entity – Aviva Takaful Investment,2021,"Misrepresentation, misuse of SC’s name and logo"
1926,Ang Kian Heng (AK Heng) (NRIC No. 620112-10-6713),2021,Carrying on unlicensed capital market activities of providing investment advice
1927,Potential clone entity – AJIB Investment Sdn Bhd,2021,"• Possible clone operating a fraudulent scheme promising returns up to RM8,000 with a minimum investment of RM350 within 24 hours

• Carrying on unlicensed capital market activities of dealing in securities"
1928,Potential clone entity – Al-Rajhi Capital Company,2021,"• Possible clone operating a fraudulent scheme promising returns up to RM8,000 with a minimum investment of RM350 within 24 hours

• Carrying on unlicenced capital market activities of dealing in securities

• Misrepresentation, misusing SC’s name and logo"
1929,Potential clone entity – Apex Invests / Apex Investment,2021,"• Possible clone offering high returns up to RM23,800 with a minimum investment of RM1,400 within 12 hours

• Carrying on unregulated activities

*Apex Investment Services Berhad is licensed with SC for dealing in securities and fund management"
1930,Al Maju General Trading Co / Syarikat Al-Maju Trading,2021,Carrying on unlicensed capital market activities of dealing in securities
1931,Asia Trading,2020,Carrying on unregulated activities
1932,Potential clone entity – Albilad Credit (M) Sdn Bhd,2020,"• Possible clone of Al Bilad Bank

• Misrepresentation, misusing SC’s name and logo"
1933,Argaam Investment Sdn Bhd / Argaam Trading Investment,2020,"• Carrying out of the unlicensed capital market activities of dealing in securities 

• Misrepresentation, misusing SC’s name and logo"
1934,Al-Esbah General Trading Co,2020,Carrying on capital market activities of  fund management without licence
1935,Azzad Islamic Investment,2020,Carrying on capital market activities of  fund management without licence
1936,AOI Finance Group,2020,Misuse of SC’s name and logo.
1937,Agro Capital Management Berhad (1096795-U) / Agro Equities Berhad (870583-P) / Agro Capital Management Corp (E0543862013-7),2019,Carrying out unlicensed capital market activities
1938,Akademi Saham Malaysia,2018,Carrying out unregulated activities
1939,Ahmad Amiruddin Mohamed,2017,Unlicensed capital market activity
1940,A.A.M Global Corporation Sdn Bhd (786134-V) / AAM Academy,2017,Unlicensed capital market activity
1941,Asean Union (Labuan) Foundation,2015,Not licensed by SC to conduct capital market activities
1942,Alvin Low Wei Yan (individual) (NRIC number: 710516-10-5513),2014,listed in securities commision INVESTOR ALERT LIST
1943,AAIC Buillion Refineries Group Ltd / ABRG / ABRG Services Sdn Bhd,2011,listed in securities commision INVESTOR ALERT LIST
1944,Ahmad Nazmi bin Mohamed (individual) (NRIC number: 850521-03-5243),2011,listed in securities commision INVESTOR ALERT LIST
1945,Ahmad Fauzi bin Ambran (individual) (NRIC number: 770709-08-5605),2011,listed in securities commision INVESTOR ALERT LIST
1946,Potential clone entity – Bombay Burmah Group 505,2023,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM6,000 in 6 hours with investment of RM400

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation and misuse of SC’s name"
1947,Potential clone entity – Bill Morrisons Sdn Bhd,2023,"• Misusing the name and credentials of Bill Morrisons Wealth Management Sdn Bhd (eCMSL/A0339/2017) a licensed entity with SC for dealing in securities (dealing in securities restricted to unit trusts), financial planning and dealing in private retirement schemes to carry out an illegal investment scheme offering high returns e.g. return of RM8,999 in 3 hours with investment of RM300

• Misrepresentation and misuse of SC’s logo"
1948,Potential clone entity – Bersatu Indah Sdn. Bhd.,2023,"• Possible clone operating an illegal investment scheme offering high returns

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC’s name and logo"
1949,Potential clone entity – BMYG Financial Group Sdn Bhd,2023,"Misrepresentation, misusing SC's name and logo"
1950,Potential clone entity – Blueprint Planning Invest,2023,"• Misusing the name and credentials of Blueprint Planning Sdn. Bhd. (eCMSL/A0254/2009) a licensed entity with SC for dealing in securities (dealing in securities restricted to unit trusts), financial planning and dealing in private retirement schemes to carry out an illegal investment scheme offering high returns e.g. return of RM14,900 in 3-6 hours with investment of RM300

• Misrepresentation and misuse of SC’s name and logo"
1951,Potential clone entity – Blueprint Planning Inves,2023,"Misusing the name and credentials of Blueprint Planning Sdn. Bhd. (eCMSL/A0254/2009) a licensed entity with SC for dealing in securities (dealing in securities restricted to unit trusts), financial planning and dealing in private retirement schemes to carry out an illegal investment scheme offering high returns e.g. return of RM14,900 in 3-6 hours with investment of RM300"
1952,Billionaire Mindset Enterprise (202103101308) / Khor Chee Yong (NRIC No. 870922-08-5901),2022,Carrying out unlicensed capital market activities of providing investment advice
1953,BTC Pelaburan Malaysia,2021,"• Carrying on unlicensed capital market activities of dealing in securities

• Illegal investment scheme offering high returns e.g. return of RM15,000 with a minimum investment of RM1,000"
1954,Potential clone entity – BHM Capital Trading,2021,"• Possible clone operating an illegal investment scheme

• Misrepresentation, misusing SC’s logo"
1955,Potential clone entity – Binary Elegance Sdn Bhd,2021,"• Possible clone operating a fraudulent scheme promising high returns up to RM8000 with a minimum investment of RM350 within 24 hours

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo

*“Binary Elegance Sdn Bhd (686818-T) is a legitimate company that carries on property development business and has no relationship with the “clone” entity”"
1956,Berkat Serata Investment / Syarikat Berkat Serata,2021,Carrying on unlicensed capital market activities of dealing in securities
1957,Potential clone entity – Bittrex Global Trading Sdn Bhd,2021,"• Carrying on unregulated activities

• Possible clone offering high returns through Facebook"
1958,International Boustead Bond,2010,listed in securities commision INVESTOR ALERT LIST
1959,Potential clone entity - Hevea Capital Ventures,2024,"• Possible clone operating an illegal investment scheme

• Misrepresentation and misuse of SC’s name and logo"
1960,Potential clone entity – Hilltop Investment,2024,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM10,500 with investment of RM350

• Carrying on unlicensed capital market activities of dealing in securities"
1961,Potential clone entity – Halal Capital,2023,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM9,200 in 4-5 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC's name and logo"
1962,Potential clone entity – Harveston Investment,2023,"• Misusing the name and credentials of Harveston Wealth Management Sdn Bhd (CMSL/A0275/2010) a licensed entity with SC for dealing in securities (dealing in securities restricted to unit trusts), financial planning and dealing in private retirement schemes to carry out an illegal investment scheme offering high returns e.g. return of RM14,440 in 1 hour with investment of RM300.

• Misrepresentation and misuse of SC’s logo"
1963,Hibah Jaya Investment,2021,Carrying on unlicenced capital market activities of dealing in securities
1964,Potential clone entity – HM Wealth Management,2020,"• Possible clone offering return of RM10,550 from an investment of RM640 within 10 hours

• Carrying on capital market activities of dealing in securities"
1965,H-Trade (Global) Islamic / H-Trade Inc,2020,Carrying out of the unlicensed capital market activities of dealing in securities
1966,Potential clone entity - Islamic Group Inc,2024,"Misrepresentation, misusing SC’s name and logo"
1967,Islamic Trading Group,2023,"• Illegal investment scheme offering high returns e.g return of RM9,000 in 3 hours with investment of RM300

• Carrying on unlicensed capital market activities of dealing in securities"
1968,Potential clone entity – IQ Advanced Solution,2023,"• Possible clone operating an illegal investment scheme

• Misrepresentation, misuse of SC’s name and logo"
1969,Potential clone entity – Infinity Prosper Sdn Bhd,2023,"Misrepresentation, misuse of SC’s name and logo"
1970,Potential clone entity – InsureDIY,2023,"• Misusing the name and credentials of InsureDIY Sdn Bhd (an approved Financial Adviser with Bank Negara Malaysia) to carry out an illegal investment scheme offering high returns e.g. return of RM18,250 in 4-8 hours with investment of RM300

• Misrepresentation, misusing SC’s name and logo"
1971,Potential clone entity – Islamic Capital,2023,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM9,200 in 4-5 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC's name and logo"
1972,Potential clone entity – I-Max Financial,2023,"• Misusing the name and credentials of I-Max Financial Sdn. Bhd. (a licensed entity with SC for Financial Planning) to carry out an illegal investment scheme offering high returns e.g. return of RM7,999 in 4 hours with investment of RM300

• Misrepresentation, misusing SC’s name and logo"
1973,Potential clone entity – iFast Capital 212,2023,"Misusing the name and credentials of iFast Capital Sdn. Bhd. (a licensed entity with SC for Dealing in Securities, Fund Management, Dealing in Private Retirement Scheme, Investment Advice and Financial Planning) to carry out an illegal investment scheme offering high returns e.g. return of RM8,999 in 3 hours with investment of RM300"
1974,Intraday.NFT,2022,"• Illegal investment scheme offering high returns e.g return of RM15,000 in 3-6 hours with investment of RM1,000

• Carrying on unlicensed capital market activities of dealing in securities"
1975,Potential clone entity – Itqan Capital Sdn. Bhd.,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM8,000 with investment of RM400

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
1976,Potential clone entity – InvestSmart SC (Bijak Melabur) Telegram Group,2022,"Misusing the name and credentials of InvestSmart® SC (an investor empowerment initiated by the Securities Commission Malaysia), to carry out an illegal investment scheme offering high returns e.g return of RM45,000 in 1 day with investment of RM30,000."
1977,Potential clone entity – Ikhlas Berseri Sdn. Bhd.,2021,"• Possible clone operating an illegal investment scheme

• Carrying on unlicensed capital market activities of dealing in securities"
1978,Islamic Oil Investment,2021,"• A fraudulent scheme misusing the name of Islamic Banking & Finance Institute Malaysia

• Carrying on unlicensed capital market activities of dealing in securities"
1979,Potential clone entity – Investrade Discount Securities,2021,"• Possible clone operating a fraudulent scheme

• Carrying on unlicenced capital market activities of dealing in securities"
1980,Potential clone entity – IC Market Asia,2021,"• Carrying on unlicenced capital market activities of dealing in securities

• Misrepresentation, misusing SC’s name and logo

• Possible clone operating a fraudulent scheme promising returns of RM20,000 with a minimum investment of RM1,500 in 24 hours"
1981,Insaaph Company Sdn Bhd,2021,"Misrepresentation, misusing SC’s name and logo"
1982,Potential clone entity of Investopedia,2021,"• Possible clone offering high returns of RM26,500 for a minimum investment of RM1,500

• Carrying on unregulated activities"
1983,Islah Trading Capital,2020,Carrying out unlicensed capital market activities
1984,Iqbal Capital Trading / Iqbal Trading,2020,Carrying out of the unlicensed capital market activities of dealing in securities
1985,Ikhlas Exclusive,2020,Carrying on capital market activities of  fund management without licence
1986,Malayan Capital Market Berhad,2024,Misrepresentation and misuse of SC’s name
1987,Potential clone entity – Macquarie Capital,2024,• Misusing the name and credentials of Macquarie Capital Securities (Malaysia) Sdn Bhd (eCMSL/A0069/2007) a licensed entity with SC for dealing in securities and investment advice to carry out an illegal investment scheme• Misrepresentation and misuse of SC’s name and logo
1988,Potential clone entity – Mesti Berhasil,2024,"• Possible clone operating an illegal investment scheme

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
1989,Potential clone entity – MIG Top Trading,2023,"• Possible clone operating an illegal investment scheme

• Misrepresentation, misuse of SC’s name and logo"
1990,Mazon Resources,2023,"Misrepresentation, misusing SC’s name and logo"
1991,MPC Trader Syariah,2022,"• Illegal investment scheme offering high returns e.g return of RM15,000 in 3 – 6 hours with investment of RM1,000

• Carrying on unlicensed capital market activities of dealing in securities"
1992,Potential clone entity – MDEC Pelaburan Pintar Untuk Masa Hadapan Telegram Group,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM12,000 in 6 hours with investment of RM1,000

• Carrying on unlicensed capital market activities of dealing in securities"
1993,Potential clone entity – Mi Trade,2022,"• Possible clone operating an illegal investment scheme

• Misrepresentation, misuse of SC’s name and logo"
1994,Musaffah Maju,2022,"• Illegal investment scheme offering high returns e.g. return of 30% in 40 minutes with investment of RM300 – RM500

• Misrepresentation, misuse of SC’s logo"
1995,Potential clone entity – Micro Success Resources,2021,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM1,200 with a minimum investment of RM300

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC’s name"
1996,Potential clone entity – Muzn International Sdn. Bhd. / Muzn Islamic,2021,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM6,500 with a minimum investment of RM250.

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
1997,Potential clone entity – Morood Investment Limited / Morood Investment Sdn Bhd,2021,"• Possible clone offering high returns up to RM8,000 with a minimum investment of RM380

• Misrepresentation, misusing SC’s name and logo

• Carrying on unlicensed activities"
1998,Menian Investment,2020,Carrying out unlicensed capital market activities
1999,My Global Fintech Co Pty Limited (“My Global Fintech”),2020,Carrying out capital market activities of dealing in securities and derivatives without a valid licence.
2000,Muhd Muiz Al-Amin bin  Muhammad Firdaus (IC: 861126566865),2019,Carrying out the unlicensed capital market activities of offering investment advice and dealing in securities
2001,Mohd Fairouz bin Mohd Din (IC No : 800726-01-6235),2015,listed in securities commision INVESTOR ALERT LIST
2002,Mohd Shahrul Firdaus bin Zakaria (individual) (NRIC number: 851220-08-5049),2011,listed in securities commision INVESTOR ALERT LIST
2003,Mohd Khalid bin Sujud (individual) (NRIC number: 870516-01-5609),2011,listed in securities commision INVESTOR ALERT LIST
2004,My Share,2007,listed in securities commision INVESTOR ALERT LIST
2005,Potential clone entity – Phillip Capital 315,2024,"• Misusing the name and credentials of Phillip Capital Sdn. Bhd. (eCMSL/A0233/2008) a licensed entity with SC for dealing in securities, dealing in derivatives and clearing to carry out illegal investment scheme

• Misrepresentation, misusing SC and InvestSmart®’s name and logo"
2006,Pelaburan Muhammad Faizuddin,2023,"• Illegal investment scheme offering high returns e.g return of RM20,000 in 3-6 hours with investment of RM1,000

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation and misuse of SC’s name"
2007,Pelaburan Crypto Club,2023,"• Illegal investment scheme offering high returns 

• Carrying on unlicensed capital market activities of dealing in securities"
2008,PBGold Insure Sdn Bhd,2023,"Misrepresentation, misusing SC's name and logo"
2009,Potential clone entity – Pelaburan Excellentte 1,2023,"• Misusing the name and credentials of Excellentte Consultancy Sdn. Bhd. (a licensed entity with SC for dealing in securities restricted to unit trusts, financial planning and dealing in private retirement schemes) to carry out an illegal investment scheme offering high returns e.g. return of RM8,500 in 3 hours with investment of RM250
 
• Misrepresentation, misusing SC’s name and logo"
2010,Pelaburan G.T. Group,2023,"• Illegal investment scheme offering high returns

• Carrying on unlicensed capital market activities of dealing in securities"
2011,Potential clone entity – Platform Wahed Investing,2023,"Misusing the name and credentials of Wahed Technologies Sdn Bhd (eCMSL/A0359/2019) a licensed entity with SC for fund management in relation to portfolio management to carry out an illegal investment scheme offering high returns e.g. return of RM58,000 in 3-6 hours with investment of RM3,000"
2012,Potential clone entity – Public Islamic Bank Telegram Group,2022,"Misusing the name and credentials of Public Islamic Bank Berhad (a licensed Islamic Bank with Bank Negara Malaysia) to carry out an illegal investment scheme offering high returns e.g. return of RM15,000 in 3-6 hours with investment of RM1,000"
2013,Potential clone entity – Pelaburan Dynaquest Sdn Bhd,2022,"• Misusing the name and credentials of Dynaquest Sdn. Bhd. (CMSL/A0049/2007) a licensed entity with SC for providing Investment Advice to carry out an illegal investment scheme offering high returns e.g. return of RM2,000 in 2 days with investment of RM350. 

• Misrepresentation, misuse of SC’s name and logo"
2014,PT. Platform Trade Official,2022,"• Carrying on unlicensed capital market activities of dealing in securities

• Illegal investment scheme offering high returns e.g return of RM15,000 in 3-6 hours with investment of RM1,000

• Misrepresentation, misuse of SC’s name and logo"
2015,Potential clone entity – FxPro,2021,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM9,300 with a minimum investment of RM400

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
2016,Potential clone entity – Pelaburan Saham Malaysia,2021,"Misusing the name and credentials of Koperasi Amanah Pelaburan Berhad (KAPB), a company registered with Suruhanjaya Koperasi Malaysia to carry out illegal investment scheme offering high returns e.g. return of RM105,000 with an investment of RM70,000"
2017,Potential clone entity – PNB,2021,"• Possible clone operating a fraudulent scheme promising returns up to RM53,800 with a minimum investment of RM2,000 within 24 hours

• Carrying on unlicensed capital market activities of dealing in securities

*Permodalan Nasional Bhd is licensed with SC for fund management"
2018,Planetrade Holdings Sdn Bhd,2021,Carrying on unlicensed capital market activities
2019,Pelaburan Al-Faris,2021,Carrying on unlicensed capital market activities of dealing in securities
2020,Potential clone entity – Pelaburan Halal Syarikat Aiiman,2021,"• Possible clone operating a fraudulent scheme promising returns up to RM12,000 with a minimum investment of RM6,000 within 1 hour

• Carrying on unlicenced capital market activities of dealing in securities

*AIIMAN Asset Management Sdn Bhd is licensed with SC for dealing in securities and fund management"
2021,"Patrick George Harvey (individual) Passport: 1) 761052713, 2) 099223965",2014,listed in securities commision INVESTOR ALERT LIST
2022,Potential clone entity – SJ Securities S/B 272,2024,"• Misusing the name and credentials of SJ Securities Sdn Bhd (eCMSL/A0016/2007) a licensed entity with SC for dealing in securities and advising on corporate finance to carry out an illegal investment scheme

• Misrepresentation, misuse of SC’s name and logo"
2023,Potential clone entity – Syarikat Magnisave,2024,"• Misusing the name and credentials of Magnisave Group Sdn Bhd (eCMSL/A0344/2017) a licensed entity with SC for dealing in securities (dealing in securities restricted to unit trusts), financial planning and dealing in private retirement schemes and an approved Financial Adviser with Bank Negara Malaysia to carry out an illegal investment scheme• Misrepresentation, misusing SC’s name and logo"
